SHEF_A,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,72.0,100.0,155.0,111.0,107.0,78.0,71.0,74.0,67.0,67.0
Bus Stops Damage,25.0,23.0,39.0,24.0,31.0,26.0,28.0,27.0,23.0,34.0
Dog Fouling,138.0,168.0,207.0,283.0,182.0,172.0,185.0,114.0,121.0,87.0
Fallen/Dangerous Trees,66.0,90.0,125.0,147.0,128.0,167.0,131.0,169.0,163.0,194.0
Fly-tipping,1265.0,1044.0,960.0,687.0,746.0,538.0,586.0,566.0,505.0,456.0
Flyposting,21.0,17.0,26.0,25.0,38.0,39.0,8.0,22.0,24.0,33.0
Graffiti,63.0,74.0,71.0,43.0,43.0,50.0,69.0,97.0,66.0,126.0
Highway Condition,282.0,374.0,487.0,382.0,546.0,519.0,637.0,761.0,894.0,752.0
Open Spaces/Parks,87.0,133.0,134.0,99.0,114.0,108.0,72.0,127.0,121.0,159.0
Other,349.0,384.0,497.0,392.0,343.0,421.0,347.0,367.0,407.0,391.0
Parking,256.0,281.0,232.0,261.0,232.0,266.0,225.0,190.0,206.0,231.0
Pavement /Footway Defects,271.0,353.0,504.0,346.0,393.0,418.0,356.0,407.0,400.0,582.0
Potholes,533.0,701.0,810.0,737.0,782.0,978.0,1008.0,1369.0,1769.0,1782.0
Public Toilets,3.0,2.0,8.0,3.0,2.0,6.0,4.0,7.0,5.0,9.0
Rubbish,435.0,383.0,383.0,423.0,368.0,242.0,345.0,192.0,217.0,241.0
Street Cleaning,203.0,251.0,230.0,183.0,143.0,152.0,185.0,177.0,191.0,191.0
Street Lights,379.0,528.0,843.0,648.0,483.0,657.0,535.0,589.0,592.0,880.0
Street Name Plates,27.0,31.0,33.0,15.0,16.0,25.0,27.0,34.0,27.0,29.0
Street Signs,55.0,58.0,77.0,71.0,88.0,88.0,96.0,148.0,126.0,162.0
Traffic Lights,25.0,64.0,57.0,36.0,36.0,50.0,59.0,52.0,45.0,83.0
