SHEF_B,1,2,3,4,5,6,7,8,9,10
Abandoned Vehicles,123.0,256.0,138.0,177.0,122.0,139.0,119.0,102.0,96.0,121.0
Bus Stops Damage,65.0,62.0,53.0,48.0,36.0,51.0,60.0,47.0,56.0,59.0
Dog Fouling,125.0,382.0,251.0,293.0,188.0,171.0,458.0,276.0,142.0,133.0
Open Spaces/Parks,90.0,99.0,125.0,136.0,106.0,118.0,109.0,107.0,105.0,140.0
Other,343.0,449.0,394.0,430.0,432.0,418.0,477.0,431.0,445.0,515.0
Parking,199.0,234.0,209.0,253.0,206.0,249.0,203.0,149.0,175.0,195.0
Pavement /Footway Defects,326.0,464.0,371.0,458.0,461.0,437.0,484.0,455.0,583.0,717.0
Public Toilets,2.0,6.0,,7.0,7.0,10.0,5.0,5.0,7.0,6.0
Road Safety,159.0,241.0,256.0,265.0,337.0,291.0,336.0,341.0,385.0,446.0
Road Surface Defects,1428.0,1595.0,1555.0,1989.0,2118.0,2547.0,3176.0,3739.0,3616.0,3714.0
Rubbish,704.0,1026.0,1155.0,1525.0,963.0,994.0,1079.0,869.0,788.0,1393.0
Street Furniture,25.0,14.0,21.0,37.0,36.0,28.0,31.0,28.0,12.0,22.0
Street Lights,680.0,697.0,787.0,811.0,810.0,869.0,846.0,893.0,933.0,1232.0
